Dates,CCMP Index,NYA Index,US0003M Index,SMART Index,LF94TRUU Index,USTBPETR Index,VIX Index,XAU Curncy,USDJPY Curncy,GBPUSD Curncy,USGG10YR Index,USTBEXP Index
04/06/2015,5059.125,11000.39,0.2789,17749.96,313.5116,-6.159,14.71,1176.09,124.53,1.5382,2.307,191.581
05/06/2015,5068.458,10979.33,0.2812,17733.28,310.8776,-6.159,14.21,1171.94,125.63,1.527,2.4076,191.581
08/06/2015,5021.627,10917.82,0.2822,17685,311.9929,-6.159,15.29,1172.46,125.06,1.5307,2.3824,191.581
09/06/2015,5013.865,10915.64,0.2855,17715.82,311.4783,-6.159,14.47,1177.55,124.29,1.537,2.4384,191.581
10/06/2015,5076.689,11057.99,0.28785,17812.78,311.9868,-6.159,13.22,1187.49,122.77,1.5507,2.4838,191.581
11/06/2015,5082.509,11080.51,0.28585,17763.77,312.5948,-6.159,12.85,1179.81,123.64,1.5494,2.3772,191.581
12/06/2015,5051.102,11009.91,0.28605,17722.35,314.7012,-6.159,13.78,1181.63,123.39,1.5561,2.3918,191.581
15/06/2015,5029.973,10949.54,0.28325,17787.08,314.168,-6.159,15.39,1188.39,123.44,1.5582,2.3559,191.581
16/06/2015,5055.553,10997.66,0.28625,17844.64,315.3101,-6.159,14.81,1181.41,123.4,1.5635,2.3093,191.581
17/06/2015,5064.881,11013.66,0.2857,17836.17,315.7515,-6.159,14.5,1176.39,124.22,1.5721,2.3165,191.581
18/06/2015,5132.949,11100.47,0.2808,17887.32,318.1332,-6.159,13.19,1200.75,123.03,1.5868,2.3345,191.581
19/06/2015,5117.001,11038.96,0.2813,17822.19,317.95,-6.159,13.96,1200.27,122.71,1.5883,2.2577,191.581
22/06/2015,5153.972,11129.61,0.28225,17802.12,316.1781,-6.159,12.74,1185.52,123.31,1.583,2.3725,191.581
23/06/2015,5160.095,11149.36,0.28075,17772.37,314.3623,-6.159,12.11,1178.2,123.86,1.572,2.4087,191.581
24/06/2015,5122.414,11066.14,0.28075,17658.33,314.1947,-6.159,13.26,1173.59,124.04,1.5683,2.3672,191.581
25/06/2015,5112.19,11035.73,0.282,17555.63,313.9215,-6.159,14.01,1173.3,123.59,1.5737,2.4088,191.581
26/06/2015,5080.505,11040.31,0.28175,17509.15,312.6762,-6.159,14.02,1175.52,123.85,1.5746,2.4726,191.581
29/06/2015,4958.468,10790.33,0.2837,17293.28,314.8184,-6.159,18.85,1178.61,122.46,1.574,2.3242,191.581
30/06/2015,4986.867,10805.2,0.2832,17269.53,315.901,-7.592,18.23,1173.76,122.12,1.5725,2.3531,191.155
01/07/2015,5013.124,10858.99,0.2836,17235.39,313.3641,-7.592,16.09,1171.65,123.03,1.5617,2.4219,191.155
02/07/2015,5009.214,10864.82,0.2835,17176.49,313.3392,-7.592,16.79,1165.14,123.13,1.5609,2.3823,191.155
03/07/2015,5009.214,10864.82,0.2843,17176.49,314.5288,-7.592,16.79,1169.1,122.79,1.557,2.3823,191.155
06/07/2015,4991.94,10782.68,0.28425,17232.41,314.6248,-7.592,17.01,1172.12,122.54,1.5621,2.285,191.155
07/07/2015,4997.459,10829.32,0.28325,17390.51,315.4296,-7.592,16.09,1156.6,122.28,1.5426,2.2582,191.155
08/07/2015,4909.761,10636.8,0.28345,17287.12,315.5528,-7.592,19.66,1161.88,120.75,1.5335,2.1922,191.155
09/07/2015,4922.397,10689.51,0.286,17124.8,314.124,-7.592,19.97,1161.25,121.32,1.5353,2.3211,191.155
10/07/2015,4997.696,10853.92,0.2858,17165.55,312.5772,-7.592,16.83,1163.74,122.78,1.5517,2.3972,191.155
13/07/2015,5071.512,10944.85,0.2888,17206.29,310.7175,-7.592,13.9,1156.88,123.37,1.551,2.4538,191.155
14/07/2015,5104.891,10993.26,0.2885,17267.09,311.0852,-7.592,13.37,1155.31,123.36,1.5585,2.401,191.155
15/07/2015,5098.941,10958.83,0.2885,17272.55,311.7021,-7.592,13.23,1147.72,123.88,1.5628,2.3521,191.155
16/07/2015,5163.184,11024.87,0.287,17302.48,312.1113,-7.592,12.11,1145.4,124.07,1.5608,2.3503,191.155
17/07/2015,5210.143,10987.17,0.29175,17333.05,312.4314,-7.592,11.95,1134.14,124.09,1.56,2.3469,191.155
20/07/2015,5218.859,10969.49,0.295,17357.5,312.2396,-7.592,12.25,1108.25,124.28,1.5581,2.3723,191.155
21/07/2015,5208.12,10919,0.2941,17292.7,312.3531,-7.592,12.22,1107.45,123.8,1.5568,2.3253,191.155
22/07/2015,5171.77,10899.86,0.2925,17231.27,313.6286,-7.592,12.12,1094.04,124.07,1.5594,2.3235,191.155
23/07/2015,5146.409,10840.73,0.2951,17158.05,313.9333,-7.592,12.64,1095.41,123.79,1.5513,2.2677,191.155
24/07/2015,5088.629,10721.95,0.2936,16992.81,314.5619,-7.592,13.74,1099.11,123.81,1.5508,2.2624,191.155
27/07/2015,5039.776,10656.61,0.2941,16988.6,316.2788,-7.592,15.6,1097.47,123.21,1.5569,2.2175,191.155
28/07/2015,5089.207,10790.18,0.2968,17118.99,315.6633,-7.592,13.44,1095.32,123.59,1.5599,2.2499,191.155
29/07/2015,5111.733,10883.91,0.2968,17206.64,315.7288,-7.592,12.5,1095.55,123.81,1.5622,2.2859,191.155
30/07/2015,5128.785,10881.75,0.3001,17304.05,315.8846,-7.592,12.13,1089.65,124.34,1.5584,2.2589,191.155
31/07/2015,5128.281,10882.28,0.3086,17302.65,318.2139,-8.012,12.12,1095.8,123.89,1.5622,2.1801,190.116
03/08/2015,5115.382,10841.26,0.3037,17249.54,317.9757,-8.012,12.56,1091.5,123.87,1.559,2.148,190.116
04/08/2015,5105.546,10824.7,0.3011,17194.34,317.1819,-8.012,13,1092.42,123.97,1.563,2.2213,190.116
05/08/2015,5139.945,10847.85,0.3109,17114.74,314.8204,-8.012,12.51,1086.03,124.89,1.5605,2.2699,190.116
06/08/2015,5056.44,10799.44,0.3114,17085.01,315.015,-8.012,13.77,1092.43,124.6,1.5532,2.2214,190.116
07/08/2015,5043.544,10763.15,0.3116,17064.8,316.4064,-8.012,13.39,1094.15,124.24,1.5491,2.1623,190.116
10/08/2015,5101.799,10906.03,0.3142,17131.88,315.797,-8.012,12.23,1106.86,124.57,1.5594,2.2269,190.116
11/08/2015,5036.79,10802.09,0.31435,17088.92,318.3296,-8.012,13.71,1109.33,125.13,1.5571,2.1409,190.116
12/08/2015,5044.387,10779.46,0.3093,17289.15,320.0474,-8.012,13.61,1124.06,123.96,1.5647,2.148,190.116
13/08/2015,5033.558,10745.31,0.3205,17321.82,318.1352,-8.012,13.49,1116.48,124.41,1.5606,2.1854,190.116
14/08/2015,5048.235,10782.24,0.32445,17348.61,317.6186,-8.012,12.83,1115.07,124.31,1.5642,2.1977,190.116
17/08/2015,5091.699,10818.57,0.33285,17527.59,317.9247,-8.012,13.02,1119.15,124.36,1.5588,2.1678,190.116
18/08/2015,5059.347,10792.8,0.33285,17520.43,316.6326,-8.012,13.79,1116.39,124.37,1.5654,2.1925,190.116
19/08/2015,5019.051,10687.03,0.33335,17521.37,316.9785,-8.012,15.25,1129.07,124.07,1.5646,2.1256,190.116
20/08/2015,4877.487,10475.75,0.3291,17362.1,319.2434,-8.012,19.14,1152.6,123.45,1.568,2.0679,190.116
21/08/2015,4706.039,10195.69,0.3291,16980.18,320.257,-8.012,28.03,1160.77,122.04,1.5694,2.0365,190.116
24/08/2015,4526.249,9789.94,0.3316,17066.97,322.0133,-8.012,40.74,1155.8,119.19,1.5741,2.0034,190.116
25/08/2015,4506.488,9692.39,0.327,16543.91,317.7149,-8.012,36.02,1137.73,119.93,1.5696,2.0714,190.116
26/08/2015,4697.537,9979.67,0.3252,16852.38,314.9369,-8.012,30.32,1125.72,119.35,1.5487,2.1752,190.116
27/08/2015,4812.708,10230.51,0.3244,17055.09,313.6252,-8.012,26.1,1123.9,121.23,1.5407,2.1841,190.116
28/08/2015,4828.325,10242.06,0.329,17080.67,314.143,-8.012,26.05,1133.6,121.71,1.5391,2.1807,190.116
31/08/2015,4776.508,10176.5,0.329,17127.27,314.0642,-7.065,28.43,1133.72,121.25,1.5346,2.2179,187.361
01/09/2015,4636.105,9874.67,0.334,16989.57,314.0635,-7.065,31.4,1141.14,119.79,1.532,2.1524,187.361
02/09/2015,4749.979,10013.36,0.3325,17112.1,312.8623,-7.065,26.09,1135.15,120.14,1.531,2.1843,187.361
03/09/2015,4733.497,10049.29,0.3335,17036.27,312.8527,-7.065,25.61,1124.09,120,1.5255,2.1596,187.361
04/09/2015,4683.918,9871.85,0.332,17023.04,314.2727,-7.065,27.8,1121.85,118.99,1.517,2.1244,187.361
07/09/2015,4683.918,9871.85,0.333,17023.04,314.9858,-7.065,27.8,1119.14,119.34,1.5284,2.1244,187.361
08/09/2015,4811.93,10109.68,0.332,17118.41,314.8626,-7.065,24.9,1123.67,119.81,1.5373,2.1828,187.361
09/09/2015,4756.528,9988.91,0.333,16752.62,314.6242,-7.065,26.23,1102.82,121.08,1.5364,2.2006,187.361
10/09/2015,4796.251,10019.39,0.336,16845.12,315.3771,-7.065,24.37,1110.9,120.6,1.5439,2.222,187.361
11/09/2015,4822.341,10040.22,0.3372,17020.1,316.4988,-7.065,23.2,1107.95,120.59,1.5429,2.1883,187.361
14/09/2015,4805.763,9988.59,0.3355,17038.14,315.3569,-7.065,24.25,1109.97,120,1.5427,2.1831,187.361
15/09/2015,4860.52,10105.87,0.33425,17212.08,313.3298,-7.065,22.54,1104.51,120.36,1.5355,2.2867,187.361
16/09/2015,4889.239,10236.72,0.3396,17338.45,314.0809,-7.065,21.35,1123.53,120.67,1.5483,2.294,187.361
17/09/2015,4893.949,10215.54,0.3451,17285.63,315.1982,-7.065,21.14,1117.81,120.95,1.5519,2.1903,187.361
18/09/2015,4827.228,10031.6,0.3192,17261.64,317.9469,-7.065,22.28,1139.23,119.98,1.5536,2.1336,187.361
21/09/2015,4828.955,10066.07,0.326,17283.52,313.6242,-7.065,20.14,1133.29,120.3,1.5505,2.2012,187.361
22/09/2015,4756.723,9912.6,0.3265,17294.41,313.6471,-7.065,22.44,1125.86,119.97,1.5373,2.1337,187.361
23/09/2015,4752.744,9867.9,0.3255,17272.76,312.8517,-7.065,22.13,1132.65,120.2,1.5262,2.1497,187.361
24/09/2015,4734.479,9837.81,0.3264,17403.24,314.825,-7.065,23.47,1152.94,119.59,1.5249,2.1266,187.361
25/09/2015,4686.496,9857.25,0.3261,17332.46,311.0965,-7.065,23.62,1146.2,120.59,1.518,2.1623,187.361
28/09/2015,4543.969,9601.42,0.3266,17177.99,311.9612,-7.065,27.63,1134.11,119.8,1.5199,2.0949,187.361
29/09/2015,4517.321,9622.07,0.3255,17189.28,312.2506,-7.065,26.83,1130.82,119.69,1.5161,2.0508,187.361
30/09/2015,4620.165,9799.69,0.325,17240.22,311.8901,-5.824,24.5,1114.9,119.67,1.5132,2.0368,187.922
01/10/2015,4627.084,9820.94,0.324,17294.17,314.329,-5.824,22.55,1115.35,119.75,1.5149,2.0368,187.922
02/10/2015,4707.775,9973.56,0.3271,17712.6,316.6079,-5.824,20.94,1138.6,119.91,1.5185,1.9929,187.922
05/10/2015,4781.264,10167.93,0.3232,17832.96,314.5379,-5.824,19.54,1134.74,120.46,1.5155,2.0562,187.922
06/10/2015,4748.36,10156.38,0.318,17762.61,315.4335,-5.824,19.4,1146.56,120.27,1.5226,2.0315,187.922
07/10/2015,4791.152,10258.52,0.3186,17736.29,315.8143,-5.824,18.4,1145.88,119.94,1.5318,2.0668,187.922
08/10/2015,4810.788,10361.04,0.3196,17895.06,315.398,-5.824,17.42,1144.18,119.91,1.5324,2.104,187.922
09/10/2015,4830.47,10361.26,0.3206,17885.51,315.1764,-5.824,17.08,1156.53,120.27,1.5322,2.0881,187.922
12/10/2015,4838.643,10356.49,0.32075,17927.3,316.0261,-5.824,16.17,1164.25,119.93,1.5359,2.0881,187.922
13/10/2015,4796.609,10262.94,0.3205,17906.89,314.4155,-5.824,17.67,1165.4,119.76,1.5247,2.0439,187.922
14/10/2015,4782.848,10229.67,0.31705,17724.27,317.1675,-5.824,18.03,1178.6,119.18,1.5455,1.9718,187.922
15/10/2015,4870.1,10378.27,0.31515,17891.77,316.7284,-5.824,16.05,1187.39,118.41,1.5496,2.0175,187.922
16/10/2015,4886.688,10421.91,0.31715,17944.01,316.2399,-5.824,15.05,1177.3,119.44,1.5438,2.0334,187.922
19/10/2015,4905.471,10391.6,0.31665,17987.9,315.0192,-5.824,14.98,1172.02,119.46,1.5473,2.0228,187.922
20/10/2015,4880.972,10383.42,0.3204,18009.41,314.3985,-5.824,15.75,1177.02,119.85,1.5459,2.067,187.922
21/10/2015,4840.117,10306.44,0.3164,17925.17,315.6455,-5.824,16.7,1167.07,119.96,1.5441,2.0228,187.922
22/10/2015,4920.05,10448.83,0.3199,18082.97,315.3086,-5.824,14.45,1167.5,120.66,1.5386,2.0263,187.922
23/10/2015,5031.864,10506.51,0.3229,18080.4,313.7527,-5.824,14.46,1164.45,121.47,1.5314,2.0866,187.922
26/10/2015,5034.704,10464.62,0.32315,18085.28,314.614,-5.824,15.29,1164.69,120.99,1.5365,2.0564,187.922
27/10/2015,5030.145,10400.18,0.3239,18061.63,315.3873,-5.824,15.43,1166.45,120.38,1.5304,2.037,187.922
28/10/2015,5095.69,10538.2,0.3219,18185.56,314.7372,-5.824,14.33,1176.88,120.52,1.5322,2.1009,187.922
29/10/2015,5074.274,10498.16,0.3289,18210.81,311.7966,-5.824,14.61,1146.56,121.1,1.5302,2.1725,187.922
30/10/2015,5053.749,10460.96,0.3341,18133.05,314.1132,-5.824,15.07,1142.11,120.62,1.5428,2.1421,187.922
02/11/2015,5127.145,10579.87,0.3341,18221.21,312.7945,-4.598,14.15,1135,120.72,1.5422,2.1709,186.222
03/11/2015,5145.126,10609.92,0.3336,18314.11,311.0515,-4.598,14.54,1117,121.05,1.5417,2.2105,186.222
04/11/2015,5142.479,10563.96,0.3366,18280.88,309.8411,-4.598,15.51,1111,121.57,1.537,2.225,186.222
05/11/2015,5127.738,10548.36,0.3439,18221.18,308.8849,-4.598,15.05,1106.8,121.8,1.5211,2.2323,186.222
06/11/2015,5147.121,10513.36,0.3414,18310.03,305.135,-4.598,14.33,1089.8,123.13,1.5053,2.3252,186.222
09/11/2015,5095.302,10415.19,0.3556,18272.85,305.3836,-4.598,16.52,1090.18,123.14,1.5113,2.3436,186.222
10/11/2015,5083.244,10432.35,0.3561,18305.68,306.7544,-4.598,15.29,1089.8,123.14,1.5109,2.3419,186.222
11/11/2015,5067.02,10399.9,0.3591,18249.76,307.5363,-4.598,16.06,1085.25,122.96,1.5197,2.3301,186.222
12/11/2015,5005.079,10235.95,0.3616,18150.91,307.8633,-4.598,18.37,1081.21,122.77,1.521,2.3116,186.222
13/11/2015,4927.883,10155.07,0.3636,18032.76,308.1039,-4.598,20.08,1083.91,122.61,1.5237,2.2658,186.222
16/11/2015,4984.617,10299.4,0.3641,18231.05,308.0613,-4.598,18.16,1085.29,123.18,1.5213,2.2676,186.222
17/11/2015,4986.015,10285.76,0.3671,18232.36,307.5516,-4.598,18.84,1069.46,123.4,1.5216,2.2658,186.222
18/11/2015,5075.203,10429.6,0.3696,18383.48,308.0773,-4.598,16.85,1068.75,123.5,1.5214,2.2728,186.222
19/11/2015,5073.639,10431.46,0.3776,18386.75,310.0279,-4.598,16.99,1080.45,122.85,1.5297,2.2482,186.222
20/11/2015,5104.918,10444.2,0.3821,18325.48,309.7685,-4.598,15.47,1078.01,122.81,1.5191,2.2623,186.222
23/11/2015,5102.478,10421.41,0.3932,18314.72,308.7472,-4.598,15.62,1069.99,122.9,1.5128,2.2377,186.222
24/11/2015,5102.808,10449.72,0.4023,18379.13,309.2547,-4.598,15.93,1075.32,122.43,1.5071,2.2377,186.222
25/11/2015,5116.143,10450.36,0.4067,18349.53,308.9593,-4.598,15.19,1071.18,122.68,1.5113,2.2341,186.222
26/11/2015,5116.143,10450.36,0.4117,18349.53,310.5522,-4.598,15.19,1072.14,122.58,1.5109,2.2341,186.222
27/11/2015,5127.524,10450.53,0.4142,18372.07,310.3015,-4.598,15.12,1057.45,122.8,1.5036,2.2201,186.222
30/11/2015,5108.666,10409.58,0.4162,18321.49,309.9213,-5.21,16.13,1064.17,123.15,1.5035,2.206,184.157
01/12/2015,5156.307,10519.59,0.4222,18336.02,311.9521,-5.21,14.67,1065,122.92,1.5074,2.1431,184.157
02/12/2015,5123.222,10389.2,0.436,18171.6,310.8381,-5.21,15.91,1053.8,123.52,1.4932,2.1797,184.157
03/12/2015,5037.527,10257.38,0.452,17961.88,309.664,-5.21,18.11,1061.28,122.76,1.5101,2.3136,184.157
04/12/2015,5142.271,10408.86,0.462,18154.29,309.6199,-5.21,14.81,1086.44,123.11,1.5112,2.2693,184.157
07/12/2015,5101.812,10304.53,0.477,18125.72,310.6038,-5.21,15.84,1076.76,123.25,1.5061,2.2288,184.157
08/12/2015,5098.243,10198.37,0.4865,18166.41,309.9892,-5.21,17.6,1074.31,122.95,1.5009,2.2182,184.157
09/12/2015,5022.865,10162.36,0.492,18019.59,310.8442,-5.21,19.61,1077.34,121.4,1.5168,2.2164,184.157
10/12/2015,5045.172,10172.04,0.502,18086.51,310.1904,-5.21,19.34,1072.23,121.45,1.5169,2.2305,184.157
11/12/2015,4933.465,9976.65,0.512,18037.77,311.4654,-5.21,24.39,1074.77,121.01,1.5213,2.127,184.157
14/12/2015,4952.229,9986.76,0.51775,18177.27,309.7826,-5.21,22.73,1064.15,120.71,1.5143,2.2217,184.157
15/12/2015,4995.357,10110.94,0.52575,18124.43,307.2884,-5.21,20.95,1063.47,121.76,1.5056,2.2658,184.157
16/12/2015,5071.132,10267.83,0.5325,18348.61,306.5721,-5.21,17.86,1076.43,121.85,1.501,2.296,184.157
17/12/2015,5002.553,10112.63,0.5695,18109.56,306.6798,-5.21,18.94,1052.94,122.63,1.4893,2.2234,184.157
18/12/2015,4923.082,9967.64,0.5855,17872.21,307.6015,-5.21,20.7,1066.25,121.16,1.4895,2.204,184.157
21/12/2015,4968.922,10023.03,0.5931,17903.08,307.956,-5.21,18.7,1080.56,121.13,1.4884,2.1917,184.157
22/12/2015,5001.11,10112.4,0.59435,18040.41,306.3884,-5.21,16.6,1073.95,121,1.482,2.2357,184.157
23/12/2015,5045.932,10276.28,0.6031,18107.58,305.2863,-5.21,15.57,1069.58,120.91,1.4879,2.2534,184.157
24/12/2015,5048.492,10258.55,0.6031,18102.38,306.8643,-5.21,15.74,1077.08,120.3,1.4927,2.241,184.157
25/12/2015,5048.492,10258.55,0.6031,18102.38,306.875,-5.21,15.74,1076.1,120.33,1.4913,2.241,184.157
28/12/2015,5040.985,10217.4,0.6031,18134.3,306.7861,-5.21,16.91,1069.75,120.35,1.4878,2.2304,184.157
29/12/2015,5107.938,10306.6,0.6067,18157.86,305.1208,-5.21,16.08,1069.28,120.42,1.4807,2.305,184.157
30/12/2015,5065.846,10225.83,0.6122,18079.1,304.2044,-5.21,17.29,1060.28,120.61,1.4826,2.2943,184.157
31/12/2015,5007.412,10143.42,0.6127,17989.08,304.3782,-5.648,18.21,1062.19,120.2,1.4734,2.2694,182.988
01/01/2016,5007.412,10143.42,0.6127,17989.08,304.3782,-5.648,18.21,1061.1,120.55,1.4746,2.2694,182.988
04/01/2016,4903.089,10001.56,0.6117,18067.29,304.6971,-5.648,20.7,1076.26,119.41,1.4697,2.2428,182.988
05/01/2016,4891.43,10028.06,0.6171,18092.69,303.9682,-5.648,19.34,1079.76,118.99,1.4662,2.2357,182.988
06/01/2016,4835.765,9868.26,0.6201,18050.16,305.0611,-5.648,20.59,1091.07,118.61,1.4621,2.1702,182.988
07/01/2016,4689.426,9650.42,0.61685,17864.4,305.0187,-5.648,24.99,1108.85,117.97,1.4587,2.1455,182.988
08/01/2016,4643.631,9528.77,0.6211,17590.53,305.4931,-5.648,27.01,1104.15,117.26,1.4517,2.1156,182.988
11/01/2016,4637.989,9527.66,0.6221,17624.67,304.722,-5.648,24.3,1099.27,117.37,1.4561,2.1754,182.988
12/01/2016,4685.919,9576.52,0.6236,17588.65,304.1447,-5.648,22.47,1086.45,117.7,1.4427,2.1032,182.988
13/01/2016,4526.064,9374.23,0.622,17188.6,305.3743,-5.648,25.22,1090.95,118.06,1.4459,2.0927,182.988
14/01/2016,4615.003,9516.55,0.6211,17474.65,304.1864,-5.648,23.95,1078.02,118.1,1.4414,2.0874,182.988
15/01/2016,4488.417,9299.62,0.6196,17465.77,304.7185,-5.648,27.02,1088.88,116.98,1.4258,2.0347,182.988
18/01/2016,4488.417,9299.62,0.6238,17465.77,303.5949,-5.648,27.02,1089,117.36,1.4262,2.0347,182.988
19/01/2016,4476.95,9301.74,0.6243,17375.54,302.7023,-5.648,26.05,1089.48,117.45,1.4185,2.0556,182.988
20/01/2016,4471.686,9156.84,0.6213,17433.95,303.5098,-5.648,27.59,1105.92,116.48,1.4183,1.9824,182.988
21/01/2016,4472.056,9226.57,0.6186,17581.94,302.5034,-5.648,26.69,1095.1,117.68,1.4207,2.0311,182.988
22/01/2016,4591.18,9426.91,0.6191,17551.84,304.0344,-5.648,22.34,1097.95,118.78,1.4265,2.0519,182.988
25/01/2016,4518.491,9262.99,0.6213,17414.16,304.3458,-5.648,24.15,1105.95,118.56,1.4244,2.0012,182.988
26/01/2016,4567.673,9429.11,0.6211,17555.88,305.424,-5.648,22.5,1118.76,118.56,1.4351,1.9942,182.988
27/01/2016,4468.167,9373.78,0.6181,17445.49,305.7202,-5.648,23.11,1117.54,118.9,1.4269,1.9993,182.988
28/01/2016,4506.676,9397.79,0.6156,17454.49,307.6354,-5.648,22.42,1115.91,118.77,1.437,1.9784,182.988
29/01/2016,4613.953,9632.7,0.6126,17650.97,307.0587,-5.648,20.2,1118.21,121.14,1.4244,1.9209,182.988
01/02/2016,4620.367,9616.69,0.6186,17768.22,306.9716,-5.175,19.98,1127.03,121.04,1.4386,1.9486,179.03
02/02/2016,4516.946,9413.78,0.6192,17720.05,308.172,-5.175,21.98,1126.02,120.16,1.441,1.8448,179.03
03/02/2016,4504.238,9495.21,0.6206,17896.22,311.8415,-5.175,21.65,1139.57,117.75,1.4579,1.8861,179.03
04/02/2016,4509.559,9534.3,0.6202,17954.05,312.2972,-5.175,21.84,1155.45,116.82,1.4587,1.8395,179.03
05/02/2016,4363.144,9390.33,0.6197,17824,311.5177,-5.175,23.38,1173.4,116.87,1.4503,1.8357,179.03
08/02/2016,4283.753,9231.33,0.621,17931.14,312.1728,-5.175,26,1195.25,115.64,1.4415,1.7483,179.03
09/02/2016,4268.763,9187.79,0.6205,17943.85,312.6372,-5.175,26.54,1197.16,114.84,1.4484,1.726,179.03
10/02/2016,4283.592,9176.72,0.6176,17749.26,311.9392,-5.175,26.29,1192,114.15,1.4482,1.6681,179.03
11/02/2016,4266.837,9029.88,0.6172,17670.26,314.5427,-5.175,28.14,1247.9,112.05,1.4456,1.6591,179.03
12/02/2016,4337.512,9229.68,0.6182,17879.89,311.97,-5.175,25.4,1237.97,113.25,1.4503,1.7481,179.03
15/02/2016,4337.512,9229.68,0.6182,17879.89,311.5906,-5.175,25.4,1209.25,114.66,1.4441,1.7481,179.03
16/02/2016,4435.956,9375.39,0.6182,17999.09,309.706,-5.175,24.11,1208.72,113.9,1.4303,1.7723,179.03
17/02/2016,4534.064,9532.28,0.6194,18115.58,308.905,-5.175,22.31,1209.8,114.22,1.4312,1.819,179.03
18/02/2016,4487.537,9504.98,0.6182,18057.99,309.24,-5.175,21.64,1227.3,113.47,1.4339,1.7396,179.03
19/02/2016,4504.429,9485.96,0.6182,18131.4,308.563,-5.175,20.53,1226.8,112.63,1.4406,1.7449,179.03
22/02/2016,4570.607,9616.32,0.6246,18162.97,307.9029,-5.175,19.38,1210.75,113.04,1.4165,1.7518,179.03
23/02/2016,4503.583,9494.32,0.6291,18028.91,307.9916,-5.175,20.98,1223.36,112.18,1.4028,1.7225,179.03
24/02/2016,4542.606,9506.07,0.6346,18309.45,307.347,-5.175,20.72,1237.77,111.4,1.3926,1.7484,179.03
25/02/2016,4582.205,9625.27,0.6356,18515.72,307.5767,-5.175,19.11,1241.39,112.67,1.3951,1.7157,179.03
26/02/2016,4590.473,9619.79,0.6351,18416.83,305.953,-5.175,19.81,1223.46,114,1.3871,1.7623,179.03
29/02/2016,4557.95,9559.53,0.6331,18293.67,307.4249,-4.608,20.55,1232.07,112.93,1.3913,1.7347,180.488
01/03/2016,4689.595,9771,0.6316,18536.17,306.3605,-4.608,17.7,1229.85,114,1.3955,1.8249,180.488
02/03/2016,4703.422,9837.59,0.63485,18630.23,307.1314,-4.608,17.09,1240.46,113.76,1.4065,1.8406,180.488
03/03/2016,4707.422,9907.97,0.6356,18719.39,309.9319,-4.608,16.7,1257.1,113.51,1.4144,1.8337,180.488
04/03/2016,4717.021,9968.41,0.6335,18807.67,310.2271,-4.608,16.86,1258.95,113.74,1.4229,1.8741,180.488
07/03/2016,4708.254,10006.19,0.6361,18906.49,309.9417,-4.608,17.35,1261.9,113.56,1.4275,1.9057,180.488
08/03/2016,4648.825,9868.52,0.63515,18902.79,312.7532,-4.608,18.67,1264.99,112.55,1.4227,1.8287,180.488
09/03/2016,4674.378,9924.81,0.6346,18881.34,311.371,-4.608,18.34,1256.31,113.09,1.4225,1.876,180.488
10/03/2016,4662.156,9918.07,0.63235,18766.82,312.5412,-4.608,18.05,1272.61,112.84,1.4286,1.9323,180.488
11/03/2016,4748.466,10104.19,0.63385,18811.19,313.2362,-4.608,16.5,1249.45,113.86,1.4382,1.9839,180.488
14/03/2016,4750.28,10074.27,0.63955,18878.61,312.4909,-4.608,16.92,1238.72,113.78,1.431,1.9592,180.488
15/03/2016,4728.668,10013.6,0.64195,18983.53,310.6372,-4.608,16.84,1229.97,113.01,1.4156,1.9699,180.488
16/03/2016,4763.97,10084.17,0.639,19067.11,310.7989,-4.608,14.99,1230.39,113.7,1.4118,1.9081,180.488
17/03/2016,4774.985,10190.4,0.6234,19220.89,317.3458,-4.608,14.44,1263.55,111.36,1.4474,1.8958,180.488
18/03/2016,4795.647,10223.43,0.6243,19244.11,318.1679,-4.608,14.02,1255.4,111.55,1.4476,1.8732,180.488
21/03/2016,4808.872,10219.69,0.6246,19259.62,316.2483,-4.608,13.79,1244.74,111.79,1.4397,1.9155,180.488
22/03/2016,4821.659,10194.2,0.62835,19233.83,315.0595,-4.608,14.17,1247.05,112.38,1.4218,1.9403,180.488
23/03/2016,4768.861,10099.68,0.6301,19199.15,314.3151,-4.608,14.94,1224.19,112.53,1.4112,1.8786,180.488
24/03/2016,4773.505,10086.6,0.6286,19283.65,313.0538,-4.608,14.74,1222.04,112.72,1.4181,1.9,180.488
25/03/2016,4773.505,10086.6,0.6286,19283.65,313.0429,-4.608,14.74,1217.05,113.08,1.4132,1.9,180.488
28/03/2016,4766.787,10106.44,0.6286,19282.69,314.0894,-4.608,15.24,1218.34,113.36,1.4236,1.886,180.488
29/03/2016,4846.623,10190.41,0.63085,19438.28,315.1777,-4.608,13.82,1235.85,112.99,1.4366,1.8035,180.488
30/03/2016,4869.294,10236.95,0.6251,19386.06,317.8148,-4.608,13.56,1227.93,112.54,1.4392,1.8228,180.488
31/03/2016,4869.848,10207.38,0.6286,19349.45,318.6949,-3.634,13.95,1232.44,112.5,1.4394,1.7687,179.884
01/04/2016,4914.542,10219.96,0.6291,19536.14,316.6072,-3.634,13.1,1216.8,111.69,1.4227,1.7705,179.884
04/04/2016,4891.795,10183,0.6301,19481.08,318.2656,-3.634,14.12,1217.05,111.18,1.4272,1.7618,179.884
05/04/2016,4843.933,10061.08,0.6266,19433.41,317.5387,-3.634,15.42,1228.45,110.25,1.4164,1.7201,179.884
